"아시아투데이","X__1","X__2","X__3","X__4","X__5"
"가톨릭학원·산하부속병원, 12일 메르스 쾌유 미사","아시아투데이","2015.0599999999999","고신대복음병원, 보건복지부 국민안심병원 지정0고신대복음병원(야경) 전경 고신대학교복음병원은 메르스 감염 확산 방지를 위해 국가가 지정하는 ‘국민안심병원(사진)’에 지정됐다고 12일 밝혔다. ‘국민안심병원’이란 국민들의 메르스 감염 불안을 딛고, 보다 안심하고 진료 받을 수 있도록 보건복지부가 지정한 병원을 말한다.‘국민안심병원’의 요건을 충족하기 위해서는 7가지 엄격한 감염예방 기준을 충족시켜야 한다. 외래 및 응급실은 호흡기증상환자 외래진료실을 유동인구가 드문 분리된 공간에 별도 설치해 환자가 병원내부로 유입되지 않은 상태에서 진료해야 한다. 입원실 경우, 폐렴의심환자는 1인 1실을 원칙으로 입원해 환자내 전염 가능성을 최소화 해야 하며, 중환자실 입원이 필요한 폐렴환자는 반드시 메르스 검사를 거쳐야 한다. 의료진은 개인보호구를 완비하고 철저한 위생으로 다른 병실로 감염가능성을 차단해야 한다. 면회도 제한적으로 운영되며, 면회객은 반드시 명부를 작성해 정보를 보관해야 한다. 감염관리에 있어서도 손세정제, 1회용 마스크 같은 위생용품을 곳곳에 배치하고, 사용한 폐기물은 당일 처리하는 것을 원칙으로 하고 있다. 앞서 고신대복음병원은 지난 7일 오후 병원에서 간부급들을 비상소집해 대책회의를 열고, 메르스 감염확산 방지를 위한 조치를 실시했다. 감염확산 방지 조치로 메르스 의심환자를 병원내부로 유입하지 않고 응급실 외부에 선별진료소를 설치해 체크하고 있다. 또 메르스 의심환자 원천 차단을 위해 기존 호흡기내과 외래진료를 병원외부 임시 진료소로 이동시켰다. 부산에서 3곳의 병원에만 갖추고 있는 고신대복음병원의 음압병상에 대한 점검도 대대적으로 이뤄져 만일에 사태에 대비했다.고신대복음병원 감염내과 박지영 교수는 2005년 APEC 공식지정병원, 에볼라 위기 당시 ITU전권회의 공식지정병원으로 활동한 노하우를 토대로 “이번 메르스 사태에도 신속하게 대처하기 위해 최선을 다하고 있다”며 “환자 여러분이 안심하고 찾을 수 있는 병원이 될 수 있도록 최선을 노력을 다 하겠다”고 말했다. 국민안심병원에 대해서는 건강보험의 의료수가 중 호흡기질환자의 격리치료에 따른 1인 격리실 수가(15~21만원)와 외래·입원일당 감염관리료(1만원)를 적용하는 특례조치가 취해진다.또 이 경우 호흡기질환자의 본인부담비용은 종전과 동일한 수준으로 유지돼 기존의 비용부담수준에서 1인실을 사용할 수 있다.","X",NA
"제주도내 서식 작은소참진드기는 94.2%...이중 SFTS 감염 진드기는 0.14%","아시아투데이","2015.03","[포토] 양병국 질병관리본부장 현안보고011일 국회 보건복지위원회 전체회의장에서 열린 중동호흡기증후군(메르스) 대책 특별위원회 전체회의에 양병국 질병관리본부장이 출석해 현안보고를 하고 있다. /사진=송의주 기자 중동호흡기증후군(메르스) 환자 55명이 발생해 메르스 감염의 ‘2차 진원지’로 지목되고 있는 삼성서울병원 측은 11일 “우리 병원이 뚫린 게 아니라 국가가 뚫린 것”이라며 책임론을 강력히 부인했다. 이에 대해 국회 메르스대책 특위 내에서는 “삼성서울병원의 폐쇄조치를 검토해야 한다”는 의견도 나와 삼성서울병원이 메르스 사태의 최대 격전지로 부상하는 양상이다. 정두련 삼성서울병원 감염내과 과장은 이날 국회 메르스대책특위 전체회의에서 박혜자 새정치민주연합 의원이 “삼성서울병원이 뚫려서 수퍼 전파자가 나왔다. 삼성병원에서 애초에 막았다면 이런 일이 없었을 것”이라고 한데 대해 “국가가 뚫린 것”이라고 반박했다. 정 과장은 박 의원이 “삼성서울병원은 뚫린 게 아니라는 뜻이냐”고 재차 질문하자 “그렇다”고 답하며 병원으로 향하는 책임론을 거듭 부정했다. 삼성서울병원은 이날 4시 현재까지 1차 진원지인 평택성모병원(36명)을 크게 앞질러 메르스 환자 55명을 냈고, 응급실 밖 첫 감염과 임신부 확진 등 메르스 사태의 최대 진원지로 급부상하고 있다. [포토] 중동호흡기증후군(메르스) 대책 특별위원회 전체회의011일 국회 보건복지위원회 전체회의장에서 열린 중동호흡기증후군(메르스) 대책 특별위원회 전체회의에서 신상진 위원장이 회의를 주재하고 있다. /사진=송의주 기자정 과장은 ‘슈퍼 감염자’로 불리는 14번 환자에 대한 관리소홀 문제에 대해서도 “14번 환자는 중동에서 온 환자도 아니었고 다른 병원을 거쳐온 폐렴환자에 불과했다. 평택성모병원에서 집단 발병이 있었다는 사실을 저희는 모르고 있었다”며 병원 측의 잘못을 부인했다. 이에 대해 김영환 새정치연합 의원은 “2차 진원지인 삼성서울병원은 응급실이 아닌 곳에서 환자가 발생하는 문제가 생기고 있는데 왜 엄호하느냐. 폐쇄를 검토해야 한다. 대책을 강구해달라”고 정부 측에 촉구했다. 정진후 정의당 의원도 ‘국가가 뚫렸다’는 정 과장의 발언을 지적하며 “앉아 있기가 민망하다. 과장 한 명이 모든 책임을 정부에 떠맡기고 당당히 말하고 가게 내버려두는 것인가. 국민들 앞에서 정말 창피한 일”이라고 질타했다. 정 의원은 “평택성모병원에 했던 이상의 조치를 취해야 하고 응급실 폐쇄조치 뿐만 아니라 병원 전체를 폐쇄해야 한다”고 덧붙였다. 아울러 김상희 새정치연합 의원은 “이번 메르스 사태와 관련해 질병관리본부장은 삼성서울병원을 완전히 치외법권 지대처럼 다뤘다. 삼성서울병원이 허술하게 대응하는 데에 질병관리본부가 전혀 확인이 안 됐다”며 방역 당국의 부실대응을 꼬집었다. 또 회의에서는 당국이 직접 나서서 메르스의 공기 전염 가능성에 대해서도 살펴봐야 한다는 의원들의 지적이 제기됐다. 이에 대해 양병국 질병관리본부장은 “그런 가능성에 대해서도 검사를 했고 분석 중이다. 결과가 나오는대로 발표하겠다”면서도 “아직까지 공기 감염은 없는 것으로 보고 있다”고 답했다.","X",NA
"송재훈 삼성서울병원 제9대 원장 연임","아시아투데이","2015.03","부산부민병원, 건강교실-웃음치료 잠정 연기0부산 부민병원 전경 관절·척추·내과 중심의 종합병원 부산부민병원은 17일로 예정돼 있던 부민건강교실 개최를 메르스(중동호흡기증후군) 확산을 우려해 잠정 연기했다고 12일 밝혔다.이는 부산에서도 메르스 확진 환자가 나오면서 제 3차 감염의 위험을 피하기 위해 결정한 사안으로, 대한의사협회의 권고 사항을 준수한 것이다.부산부민병원 감염관리실 강선화 과장은 “메르스는 개인위생을 철저히 하고, 기침을 할 때 팔목 소매나 팔꿈치 안쪽으로 하는 등의 조그마한 주의를 기울인다면 감염을 예방할 수 있다”며 “하지만 많은 사람들이 모이는 곳에서는 쉽게 전파될 가능성이 있어 예방적인 차원에서 이와 같은 결정을 내리게 됐다”고 설명했다.강 과장은 “부민건강교실을 통해 지역민들과 만나고 건강 관리에 대한 조언을 드리지 못하게 된 점은 많이 아쉽게 생각한다”며 “차후 메르스 사태가 진정되면 다시 행사를 진행할 예정이니 그때까지 기다려 달라”고 전했다.부산부민병원은 “이번 건강교실 외에도 매달 격주로 진행하던 웃음강좌 치료도 잠정 연기하며, 메르스 확산 방지에 전력을 기울이겠다”고 덧붙였다.","X",NA
"SK케미칼, 국제학술대회서 '스카이셀플루' 우수성 알려","아시아투데이","2015.1099999999999","학교법인 가톨릭학원과 산하 8개 부속병원은 12일 오전 11시 서울 여의도성모병원 2층 로비에서 중동호흡기증후군(메르스)으로 고통 받는 모든 이들의 쾌유와 안정을 기원하는 미사를 봉헌하고 자가격리를 마치고 복귀하는 의료진의 의학적 소견을 공유하는 시간을 갖는다.미사는 가톨릭학교법인 담당 교구장 대리 박신언 몬시뇰이 집전하며, 가톨릭중앙의료원 소속 사제 30여 명과 8개 부속병원 병원장 및 교직원·일반환자 등이 참석한다. 특히 지난달 27일 여섯 번째 메르스 환자를 진료하고 2주간의 가택격리 후 복귀하는 여의도성모병원 감염관리실장 최수미 교수의 진료 소감과 감염관리 전문의로서의 의학적 소견을 듣는 시간이 함께 마련될 예정이다.이 자리에서는 가톨릭대학교 의무부총장 겸 의료원장 강무일 교수를 비롯한 8개 부속병원장들이 ‘메르스로 고통받는 이들을 위한 가톨릭중앙의료원 선언문’도 발표된다.","X",NA
"퇴원한 메르스 환자 재감염…확산 가능성 낮아","아시아투데이","2015.0999999999999","진드기0작은소참진드기 예방수칙. 제주도내 서식중인 진드기중 작은소참진드기 비율은 94.2%이고 이 중 중증열성혈소판감소 증후군(SFTS) 병원체 감염을 보인 진드기는 0.14%로 조사됐다.2일 제주특별자치도 보건환경연구원(원장 조인숙)에 따르면 제주도내 작은소참진드기가 서식할 수 있는 오름·숲길·올래길 등 4개소를 대상으로 지난해 3월부터 10월까지 참진드기 분포 및 병원체 감염률을 조사한 결과 조사대상 진드기류 중 작은소참진드기는 94.2%, 이중 병원체 감염률은 734 pooling 중 1 pooling에서 바이러스가 확인돼 0.14%를 보이며 매우 낮은 수준인 것으로 나타났다.조사결과에 따르면 오름, 숲길, 올레길 등에서 서식하는 진드기는 피참진드기속의 작은소참진드기와 개피참진드기 2종인 것으로 파악됐고 전체 진드기 중 작은소참진드기 94.2%, 개참진드기 5.8%로 분류됐다.조사대상 지역별 작은소참진드기 개체수는 숲길이 전체의 45%로 가장 많았고 오름 20~23%, 올레길 11.5% 순이었다.또한 진드기의 성장단계별 분류 결과 봄·여름·가을 전체적으로 보면 총 7545 개체 중 유충 19.8%, 자충 72.8%, 성충 7.4%인 것으로 파악됐고 작은소참진드기의 성충은 오름, 자충은 숲길, 유충은 올레길이 상대적으로 높게 서식하는 것으로 나타났다.참진드기 개체수는 3월부터 증가하다가 여름철인 7, 8월에 피크를 보였으며 9월 이후 감소하는 특징을 보였다.이어 성장단계별로는 봄에 자충, 여름에 성충, 가을에 유충들의 점유율이 상대적으로 높게 나타났다.이와 함께 채집된 작은소참진드기 734pooling에서 SFTS 바이러스를 진단한 결과 1pooling에서 바이러스가 확인돼 바이러스 확인률은 0.14%로 매우 낮았으나 병원체가 있는 진드기에 물릴 시 SFTS 감염우려가 높기 때문에 주의가 필요하다고 도 보건환경연구원 관계자는 당부했다.한편 지난해 질병관리본부에 따르면 전국에 120명의 SFTS환자 발생해 13명 사망했고, 제주지역은 7명 발생해 사망자는 없었다. 또한 1pooling은 성충 5개체, 자충 30개체, 유충 50개체를 나타내고 있다.관계자는 “앞으로 보건환경연구원은 조사결과를 유관부서인 도 보건위생과·보건소 등과 업무공유를 통해 진드기 방제 대책수립 시 자료로 삼을 계획”이라며 “도민과 국내외 관광객들이 진드기 활동시기에 오름, 올레길 등 탐방로 출입 시 주의사항을 주지시켜 즐거운 자연환경투어가 되도록 최선을 다해 나갈 계획”이라고 말했다.","X",NA
"질병관리본부 차관급 격상 국가방역체계 강화","아시아투데이","2015.0899999999999","송재훈 삼성서울병원 제9대 원장0삼성서울병원 송재훈 원장 삼성생명공익재단은 송재훈 삼성서울병원 원장(58·감염내과)이 제 9대 원장으로 연임됐다고 1일 밝혔다. 송 원장은 지난 2012년 3월에 제 8대 원장이 됐으며, 이번임기는 2018년 2월까지 3년간이다. 송 원장은 서울대학교 의과대학을 졸업한 후 지난 1995년 삼성서울병원 감염내과 과장·성균관의대 내과학교실 교수·삼성서울병원 기획조정실장·삼성의료원 기획조정처 처장·성균관대학교 의과대학 학장 겸 의학전문대학원 원장 등을 역임했다.","X",NA
"복지부 '메르스대책본부 TF로 재편' 후속대책 발표","아시아투데이","2015.0699999999999","1109월_SK케미칼05일 서울 잠실 롯데호텔에서 열린 감염 관련 국제학술대회 ‘ICIC 2015’에서 송준영 고려대 구로병원 교수가 스카이셀플루의 임상결과에 대해 주제발표를 하고 있다./제공=SK케미칼 SK케미칼은 지난 5일부터 3일간 서울 잠실 롯데호텔에서 열린 감염관련 종합 국제학술대회 ‘ICIC 2015’에 ‘스카이셀플루’의 우수성을 알렸다고 9일 밝혔다.송준영 고려대학교 구로병원 감염내과 교수는 이날 스카이셀플루의 임상 3상에서 나타난 우수한 면역원성과 안전성에 대해 주제 발표를 진행했다.SK케미칼은 올 8월 스카이셀플루를 출시해 현재 올해 목표량인 370만 도즈 완판을 목전에 둔 상황이다.스카이셀플루는 앞서 지난 9월 임상시험 결과가 세계 의학저널인 ‘백신’지에 게재되는 등 해외에서도 성과를 이어가고 있다.SK케미칼 관계자는 “국내외 연이은 성과를 바탕으로 마케팅에 박차를 가하고 있다”며 “예방접종 후 항체 형성까지 약 2주가량 걸리는 점을 감안하면 11월에 접종이 더욱 활발해질 것”이라고 말했다.","X",NA
"질병관리본부 외청 독립…의료체계 근본 개혁 필요","아시아투데이","2015.0699999999999","보건복지부1 퇴원했던 중동호흡기증후군(메르스) 마지막 환자가 메르스로 다시 확인되면서 방역당국에 비상이 걸렸다. 일각에서는 메르스 재확산 우려를 제기하고 있지만 보건당국은 전파 가능성을 낮게 보고 있다. 13일 보건복지부(복지부) 메르스 중앙메르스관리대책본부에 따르면 메르스 음성 판정을 받고 이달 초 퇴원한 80번 환자가 12일 메르스에 재감염 된 것으로 확인됐다. 이 환자는 지난 1일 음성판정을 받고 서울대병원을 퇴원했지만 11일 발열증상 등으로 삼성서울병원을 경유해 서울대병원에 입원중이다. 서울대병원 및 질병관리본부의 바이러스 유전자 검사 결과 이 환자는 메르스 양성으로 판정됐다. 보건당국은 이 환자가 발열 등 증상이 나타난 시점을 전후해 해당 환자와 접촉한 환자 가족(4명)·의료진(29명) 및 이송 요원(12명)·병원내 환자 및 보호자(16명) 등 61명을 자가격리 조치했다. 현재 추가 접촉자 여부에 대해서는 역학조사를 진행중으로, 129명을 능동감시자로 포함시켰다. 보건당국 관계자는 “환자가 현재 서울대병원 격리병상에 입원하고 있다”며 “만약을 대비해 접촉자에 대한 격리조치 등은 철저하게 유지할 것”이라고 말했다.보건당국에 따르면 이 환자는 국제 기준에 따라 24시간 간격으로 2회의 음성 확인 절차를 거쳐 지난 1일 정상적으로 퇴원했다. 기저질환을 앓고 있어 퇴원 후에도 관련 치료를 받으면서 지속적으로 엄격히 관리돼 왔다는 것이 보건당국과 의료진 설명이다. 하지만 이 환자는 11일 오전 5시30분께 발열 및 구토 등의 증상으로 삼성서울병원 선별진료소를 내원해 진료받고 12시15분께 서울대병원 격리병상으로 이송·입원됐다고 보건당국은 밝혔다.보건당국과 환자를 치료했던 서울대병원은 이 환자에 의한 메르스 전파 가능성을 낮게 봤다. 질병관리본부는 “퇴원 전 2개월간의 상태와 유사하게 환자 체내에 잠복해있던 극소량의 바이러스 유전자가 검출된 것으로 생각된다”면서 “감염력은 매우 낮을 것으로 판단된다”는 전문가 자문회의 결과를 내놨다.서울대병원은 이 환자의 체내에서 메르스 바이러스가 증식한 것이 아니라 세포 재생 과정에서 체내에 있는 유전자 조각이 떨어져 나가 검출량이 늘어난 것이라고 보고 있다. 실제 이 환자의 유전자 검사 수치는 음성과 양성을 판단하는 기준점 주변에 위치해 높지 않았다. 검출된 바이러스가 살아 있는 바이러스가 아니라는 얘기다. 오명돈 서울대 감염내과 교수는 “이 환자의 사례에 대해 세계보건기구(WHO) 전문가회의의 전문가들과 토론한 끝에 바이러스의 일부 조각이 몸속에 있다가 떨어져나와 호흡기로 배출돼 유전자 검사에서 발견된 것이라는 해석을 들었고 우리도(서울대병원 의료진) 이에 동의했다”고 말했다.보건당국은 이 환자가 절차에 따라 완치 판정을 받은 만큼 문제가 없다는 입장이다. 양성 판정에도 불구 감염력은 0%에 가까워 전파 가능성은 크지 않고 환자의 상태 악화 가능성도 낮다고 봤다. 김남중 서울대병원 감염내과 교수는 “지금까지 코로나바이러스 지식을 통해 보면 주변에 있는 사람에게 감염력은 0%에 가깝다”고 강조했다.한편 이 환자가 메르스 양성으로 확인되면서 세계보건기구(WHO)기준에 따른 우리나라의 공식 메르스 종식일은 당초 오는 29일 자정에서 내달 이후로 미뤄질 전망이다.","X",NA
"""한국 메르스 안전, 여행 장려해달라""…주한외교단 설명회","아시아투데이","2015.0699999999999","보건복지부1 퇴원했던 중동호흡기증후군(메르스) 마지막 환자가 메르스로 다시 확인되면서 방역당국에 비상이 걸렸다. 일각에서는 메르스 재확산 우려를 제기하고 있지만 보건당국은 전파 가능성을 낮게 보고 있다. 13일 보건복지부(복지부) 메르스 중앙메르스관리대책본부에 따르면 메르스 음성 판정을 받고 이달 초 퇴원한 80번 환자가 12일 메르스에 재감염 된 것으로 확인됐다. 이 환자는 지난 1일 음성판정을 받고 서울대병원을 퇴원했지만 11일 발열증상 등으로 삼성서울병원을 경유해 서울대병원에 입원중이다. 서울대병원 및 질병관리본부의 바이러스 유전자 검사 결과 이 환자는 메르스 양성으로 판정됐다. 보건당국은 이 환자가 발열 등 증상이 나타난 시점을 전후해 해당 환자와 접촉한 환자 가족(4명)·의료진(29명) 및 이송 요원(12명)·병원내 환자 및 보호자(16명) 등 61명을 자가격리 조치했다. 현재 추가 접촉자 여부에 대해서는 역학조사를 진행중으로, 129명을 능동감시자로 포함시켰다. 보건당국 관계자는 “환자가 현재 서울대병원 격리병상에 입원하고 있다”며 “만약을 대비해 접촉자에 대한 격리조치 등은 철저하게 유지할 것”이라고 말했다.보건당국에 따르면 이 환자는 국제 기준에 따라 24시간 간격으로 2회의 음성 확인 절차를 거쳐 지난 1일 정상적으로 퇴원했다. 기저질환을 앓고 있어 퇴원 후에도 관련 치료를 받으면서 지속적으로 엄격히 관리돼 왔다는 것이 보건당국과 의료진 설명이다. 하지만 이 환자는 11일 오전 5시30분께 발열 및 구토 등의 증상으로 삼성서울병원 선별진료소를 내원해 진료받고 12시15분께 서울대병원 격리병상으로 이송·입원됐다고 보건당국은 밝혔다.보건당국과 환자를 치료했던 서울대병원은 이 환자에 의한 메르스 전파 가능성을 낮게 봤다. 질병관리본부는 “퇴원 전 2개월간의 상태와 유사하게 환자 체내에 잠복해있던 극소량의 바이러스 유전자가 검출된 것으로 생각된다”면서 “감염력은 매우 낮을 것으로 판단된다”는 전문가 자문회의 결과를 내놨다.서울대병원은 이 환자의 체내에서 메르스 바이러스가 증식한 것이 아니라 세포 재생 과정에서 체내에 있는 유전자 조각이 떨어져 나가 검출량이 늘어난 것이라고 보고 있다. 실제 이 환자의 유전자 검사 수치는 음성과 양성을 판단하는 기준점 주변에 위치해 높지 않았다. 검출된 바이러스가 살아 있는 바이러스가 아니라는 얘기다. 오명돈 서울대 감염내과 교수는 “이 환자의 사례에 대해 세계보건기구(WHO) 전문가회의의 전문가들과 토론한 끝에 바이러스의 일부 조각이 몸속에 있다가 떨어져나와 호흡기로 배출돼 유전자 검사에서 발견된 것이라는 해석을 들었고 우리도(서울대병원 의료진) 이에 동의했다”고 말했다.보건당국은 이 환자가 절차에 따라 완치 판정을 받은 만큼 문제가 없다는 입장이다. 양성 판정에도 불구 감염력은 0%에 가까워 전파 가능성은 크지 않고 환자의 상태 악화 가능성도 낮다고 봤다. 김남중 서울대병원 감염내과 교수는 “지금까지 코로나바이러스 지식을 통해 보면 주변에 있는 사람에게 감염력은 0%에 가깝다”고 강조했다.한편 이 환자가 메르스 양성으로 확인되면서 세계보건기구(WHO)기준에 따른 우리나라의 공식 메르스 종식일은 당초 오는 29일 자정에서 내달 이후로 미뤄질 전망이다.","X",NA
"메르스 교훈…해외여행 전 예방백신접종 필수","아시아투데이","2015.0699999999999","보건복지부1 질병관리본부장이 차관급으로 격상된다. 신종감염병 발생시 질병관리본부(질본)가 방역을 총지휘 하는 등 국가방역체계가 강화 개편된다.정부는 1일 오후 황교안 국무총리 주재로 국가정책조정회의를 열고 이같은 내용의 국가방역체계 개편방안을 확정했다. 이는 중동호흡기증후군(메르스) 사태 재발을 막고, 향후 신종감염병에 대한 보다 효과적이고 철저한 대응을 위해서다. ◇질본, 차관급 격상…긴급상황실 24시간 운영우선 보건복지부 산하 질본 본부장이 실장급에서 차관급으로 격상됐다. 독립된 청 또는 처로 개편해야 한다는 목소리도 있었지만 이번 개편안에 포함되지 않았다. 질본 본부장은 인사와 예산권을 일임받아 행사할 수 있고 조직 위상도 높아졌지만 조직 체계상 복지부 산하로 남는다.모든 단계의 방역 책임은 질본이 지게 된다. 방역대책본부 역할을 하며 컨트롤타워를 맡는 것. 감염병 위협에 신속히 대응하기 위해 평시에도 365일, 24시간 운용되는 ‘긴급상황실(EOC)’이 설치된다. 긴급상황실은 감염병에 대한 정보 수집, 감시 역할을 하다가 위기 상황이 발생하면 관계기관에 상황을 전파하고 방역관과 민간전문가로 구성된 즉각 대응팀을 현장에 보내는 등 지휘통제한다. 위기경보 단계별 대응체계도 바뀐다. 기존 ‘관심’, ‘주의’, ‘경계’, ‘심각’ 등 4단계의 위기경보 체계 중 ‘주의’ 단계부터 국무총리 주재(필요시) 범정부회의가 소집돼 선제적으로 대응할 수 있게 된다. 기존에는 ‘심각’ 단계에 와서야 중앙재난안전대책본부(국무총리 또는 안전처)가 꾸려졌다. ◇역학조사관 정규직 확충…‘진료의뢰’ 수가 도입방역·역학 인력도 대폭 확충된다. 우선 전문성 부족 논란이 일었던 역학조사관 정규직 인력을 늘리고 인력도 확대키로 했다. 방역 행정가를 양산하기 위해 공무원 직렬에 ‘방역직’을 신설하기로 했다. 사무관이 질본에서 2년간 현장훈련을 받도록 하는 ‘방역수습사무관제도’도 도입하기로 했다. 메르스 사태 확산의 한 원인이었던 대형종합병원 쏠림현상 해소를 위해 ‘진료의뢰 수가’가 도입된다. 병·의원급 의료기관이 환자를 상급병원에 보낼 때 써주는 진료의뢰서는 정해진 양식이 없고 무료였다. 수가가 신설되면 특정 양식에 맞춰 진료의뢰서를 작성해야 하고 진료를 의뢰한 의료기관이 건강보험료를 지급받게 된다. 진료의뢰서가 적정하게 발급됐는지는 추후 건강보험심사평가원이 심사한다. 무분별한 진료의뢰서 발급을 막아 상급병원 과밀화 현상을 줄이겠다는 것이다.◇ 음압병상 1500개 확충…전염성 적은 감염병은 지자체 음압격리병상이 2020년까지 1500명개로 대폭 확충된다. 국가지정격리병상 수용 가능 인원이 현재 71명에서 188명으로 늘어난다. 현재 25명 수용 가능한 국립중앙의료원 읍압격리병상도 150명으로 늘리고 권역별 감염병 전문치료병원 3~5개소를 지정해 음압병상 150곳을 추가로 확보할 방침이다.병원 내 감염관리를 강화하고자 현재 ‘200병상 이상’으로 돼 있는 감염관리실 설치 대상 병원을 ‘150병상 이상’으로 단계적으로 넓히고 인력 기준도 높이기로 했다.보호자의 간병을 간호사로 대체하는 ‘포괄간호서비스’를 상급종합병원 감염관리 분야를 중심으로 조속히 도입키로 했다. 상급종합병원에 감염병 환자를 선별해서 진단할 음압병상을 의무적으로 설치토록 했다.응급실을 통한 감염 확산을 막고자 응급실 입구에서부터 감염위험환자를 선별진료하도록 의무화하고, 응급실 입원대기시간을 응급센터 지정 때 반영키로 했다.방역 조치 때 중앙과 지방 정부의 역할도 재정립 됐다. 신종감염병이나 결핵·홍역·생물테러 등 감염 위험이 큰 감염병은 질본이 맡고, 콜레라·이질·볼거리·말라리아·쓰쓰가무시병 등 상대적으로 감염 위험이 낮은 감염병은 지방자치단체가 담당한다.","X",NA
"감염병 예방의 기본 … 병문안 시 지켜야 할 5가지 수칙","아시아투데이","2016.1199999999999","보건복지부1 질병관리본부장이 차관급으로 격상된다. 신종감염병 발생시 질병관리본부(질본)가 방역을 총지휘 하는 등 국가방역체계가 강화 개편된다.정부는 1일 오후 황교안 국무총리 주재로 국가정책조정회의를 열고 이같은 내용의 국가방역체계 개편방안을 확정했다. 이는 중동호흡기증후군(메르스) 사태 재발을 막고, 향후 신종감염병에 대한 보다 효과적이고 철저한 대응을 위해서다. ◇질본, 차관급 격상…긴급상황실 24시간 운영우선 보건복지부 산하 질본 본부장이 실장급에서 차관급으로 격상됐다. 독립된 청 또는 처로 개편해야 한다는 목소리도 있었지만 이번 개편안에 포함되지 않았다. 질본 본부장은 인사와 예산권을 일임받아 행사할 수 있고 조직 위상도 높아졌지만 조직 체계상 복지부 산하로 남는다.모든 단계의 방역 책임은 질본이 지게 된다. 방역대책본부 역할을 하며 컨트롤타워를 맡는 것. 감염병 위협에 신속히 대응하기 위해 평시에도 365일, 24시간 운용되는 ‘긴급상황실(EOC)’이 설치된다. 긴급상황실은 감염병에 대한 정보 수집, 감시 역할을 하다가 위기 상황이 발생하면 관계기관에 상황을 전파하고 방역관과 민간전문가로 구성된 즉각 대응팀을 현장에 보내는 등 지휘통제한다. 위기경보 단계별 대응체계도 바뀐다. 기존 ‘관심’, ‘주의’, ‘경계’, ‘심각’ 등 4단계의 위기경보 체계 중 ‘주의’ 단계부터 국무총리 주재(필요시) 범정부회의가 소집돼 선제적으로 대응할 수 있게 된다. 기존에는 ‘심각’ 단계에 와서야 중앙재난안전대책본부(국무총리 또는 안전처)가 꾸려졌다. ◇역학조사관 정규직 확충…‘진료의뢰’ 수가 도입방역·역학 인력도 대폭 확충된다. 우선 전문성 부족 논란이 일었던 역학조사관 정규직 인력을 늘리고 인력도 확대키로 했다. 방역 행정가를 양산하기 위해 공무원 직렬에 ‘방역직’을 신설하기로 했다. 사무관이 질본에서 2년간 현장훈련을 받도록 하는 ‘방역수습사무관제도’도 도입하기로 했다. 메르스 사태 확산의 한 원인이었던 대형종합병원 쏠림현상 해소를 위해 ‘진료의뢰 수가’가 도입된다. 병·의원급 의료기관이 환자를 상급병원에 보낼 때 써주는 진료의뢰서는 정해진 양식이 없고 무료였다. 수가가 신설되면 특정 양식에 맞춰 진료의뢰서를 작성해야 하고 진료를 의뢰한 의료기관이 건강보험료를 지급받게 된다. 진료의뢰서가 적정하게 발급됐는지는 추후 건강보험심사평가원이 심사한다. 무분별한 진료의뢰서 발급을 막아 상급병원 과밀화 현상을 줄이겠다는 것이다.◇ 음압병상 1500개 확충…전염성 적은 감염병은 지자체 음압격리병상이 2020년까지 1500명개로 대폭 확충된다. 국가지정격리병상 수용 가능 인원이 현재 71명에서 188명으로 늘어난다. 현재 25명 수용 가능한 국립중앙의료원 읍압격리병상도 150명으로 늘리고 권역별 감염병 전문치료병원 3~5개소를 지정해 음압병상 150곳을 추가로 확보할 방침이다.병원 내 감염관리를 강화하고자 현재 ‘200병상 이상’으로 돼 있는 감염관리실 설치 대상 병원을 ‘150병상 이상’으로 단계적으로 넓히고 인력 기준도 높이기로 했다.보호자의 간병을 간호사로 대체하는 ‘포괄간호서비스’를 상급종합병원 감염관리 분야를 중심으로 조속히 도입키로 했다. 상급종합병원에 감염병 환자를 선별해서 진단할 음압병상을 의무적으로 설치토록 했다.응급실을 통한 감염 확산을 막고자 응급실 입구에서부터 감염위험환자를 선별진료하도록 의무화하고, 응급실 입원대기시간을 응급센터 지정 때 반영키로 했다.방역 조치 때 중앙과 지방 정부의 역할도 재정립 됐다. 신종감염병이나 결핵·홍역·생물테러 등 감염 위험이 큰 감염병은 질본이 맡고, 콜레라·이질·볼거리·말라리아·쓰쓰가무시병 등 상대적으로 감염 위험이 낮은 감염병은 지방자치단체가 담당한다.","○","의료기관 감염관리"
